node,name_1,name_2,subsystem
1089,SBPP3er,SBPP3er,SPHINGOLIPID METABOLISM
1090,SERPT,Serine C palmitoyltransferase,SPHINGOLIPID METABOLISM
1091,SGPL11r,SGPL11r,SPHINGOLIPID METABOLISM
1092,SIAT4Bg_cho,"Beta-galactoside alpha-2,3-sialyltransferase, Golgi apparatus",SPHINGOLIPID METABOLISM
1093,SLCBK1,Sphingolipid long chain base kinase  sphinganine ,SPHINGOLIPID METABOLISM
1094,SMPD3g_cho,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",SPHINGOLIPID METABOLISM
1095,SMPD3l_cho,"Sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II)",SPHINGOLIPID METABOLISM
1096,SMPD4_cho,Sphingomyelinase,SPHINGOLIPID METABOLISM
1097,SMPDE,Sphingomyelin phosphodiesterase,SPHINGOLIPID METABOLISM
1098,SMPDEe,Sphingomyelin phosphodiesterase,SPHINGOLIPID METABOLISM
1099,SMS_cho,Sphingomyelin synthase (cho),SPHINGOLIPID METABOLISM
1100,SPHK21c,SPHK21c,SPHINGOLIPID METABOLISM
1101,SPHMDAc_cho,Sphingomyelin deacylase,SPHINGOLIPID METABOLISM
1102,ST3GAL21g_cho,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus",SPHINGOLIPID METABOLISM
1103,ST3GAL22g_cho,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus",SPHINGOLIPID METABOLISM
1104,ST3GAL23g_cho,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase, Golgi apparatus",SPHINGOLIPID METABOLISM
1105,ST6GALNAC21_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1106,ST6GALNAC22_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1107,ST6GALNAC23_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1108,ST6GALNAC24_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1109,ST6GALNAC25_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1110,ST6GALNAC26_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1111,ST6GALNAC27_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1112,ST6GALNAC28_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",SPHINGOLIPID METABOLISM
1113,ST6GALNAC31_cho,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",SPHINGOLIPID METABOLISM
1114,ST6GALNAC62_cho,"Sialytransferase 7 ((alpha-N-acetylneuraminyl 2,3-betagalactosyl-1,3)-N-acetyl galactosaminide alpha-2,6-sialytransferase) F",SPHINGOLIPID METABOLISM
1115,ST8SIA11_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1116,ST8SIA51g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1117,ST8SIA52g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1118,ST8SIA53g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1119,ST8SIA54g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1120,ST8SIA55g_cho,"Beta-galactoside alpha-2,3-sialyltransferase",SPHINGOLIPID METABOLISM
1121,UGCG_cho,Ceramide glucosyltransferase,SPHINGOLIPID METABOLISM
1122,UGCGc,Ceramide glucosyltransferase,SPHINGOLIPID METABOLISM
1123,DPMVD,Diphosphomevalonate decarboxylase,SQUALENE AND CHOLESTEROL SYNTHESIS
1124,HMGCOARi,Hydroxymethylglutaryl CoA reductase (ir),SQUALENE AND CHOLESTEROL SYNTHESIS
1125,MEVK1,Mevalonate kinase  atp ,SQUALENE AND CHOLESTEROL SYNTHESIS
1126,PMEVK,Phosphomevalonate kinase,SQUALENE AND CHOLESTEROL SYNTHESIS
1127,5ADTSTSTERONESULT,5ADTSTSTERONESULT,STEROID METABOLISM
1128,AKR1C1,AKR1C1,STEROID METABOLISM
1129,CHSTEROLSULT,CHSTEROLSULT,STEROID METABOLISM
1130,DHEASULT,DHEASULT,STEROID METABOLISM
1131,ESTSULT,ESTSULT,STEROID METABOLISM
1132,HSD11B1r,HSD11B1r,STEROID METABOLISM
1133,HSD17B3r,HSD17B3r,STEROID METABOLISM
1134,HSD17B7r,HSD17B7r,STEROID METABOLISM
1135,HSD3A1r,HSD3A1r,STEROID METABOLISM
1136,HSD3A2r,HSD3A2r,STEROID METABOLISM
1137,HSD3B11,HSD3B11,STEROID METABOLISM
1138,HSD3B11r,HSD3B11r,STEROID METABOLISM
1139,HSD3B12r,HSD3B12r,STEROID METABOLISM
1140,HSD3B13,HSD3B13,STEROID METABOLISM
1141,HSD3B13r,HSD3B13r,STEROID METABOLISM
1142,P45011A1m,P45011A1m,STEROID METABOLISM
1143,P45011B11m,P45011B11m,STEROID METABOLISM
1144,P45011B12m,P45011B12m,STEROID METABOLISM
1145,P45011B21m,P45011B21m,STEROID METABOLISM
1146,P4501B1r,P4501B1r,STEROID METABOLISM
1147,P45021A2r,P45021A2r,STEROID METABOLISM
1148,P4503A43r,P4503A43r,STEROID METABOLISM
1149,P4503A7r,P4503A7r,STEROID METABOLISM
1150,PRGNLONESULT,PRGNLONESULT,STEROID METABOLISM
1151,RE1096M,RE1096,STEROID METABOLISM
1152,P45017A4r_cho,Cytochrome P450 17A1,STEROID METABOLISM
1153,RE1134M,RE1134,STEROID METABOLISM
1154,P45017A2r_cho,Cytochrome P450 17A1,STEROID METABOLISM
1155,RE2766C,RE2766,STEROID METABOLISM
1156,RE2768R,RE2768,STEROID METABOLISM
1157,SR5AR2r,SR5AR2r,STEROID METABOLISM
1158,SR5ARr,SR5ARr,STEROID METABOLISM
1159,STS1,STS1,STEROID METABOLISM
1160,STS1r,STS1r,STEROID METABOLISM
1161,STS2,STS2,STEROID METABOLISM
1162,STS2r,STS2r,STEROID METABOLISM
1163,STS3,STS3,STEROID METABOLISM
1164,STS3r,STS3r,STEROID METABOLISM
1165,STS4,STS4,STEROID METABOLISM
1166,STS4r,STS4r,STEROID METABOLISM
1167,TSTSTERONESULT,TSTSTERONESULT,STEROID METABOLISM
1168,UGT1A1r,UGT1A1r,STEROID METABOLISM
1169,UGT1A2r,UGT1A2r,STEROID METABOLISM
1170,UGT1A3r,UGT1A3r,STEROID METABOLISM
1171,UGT1A4r,UGT1A4r,STEROID METABOLISM
1172,UGT1A6r,UGT1A6r,STEROID METABOLISM
1173,UGT1A7r,UGT1A7r,STEROID METABOLISM
1174,UGT1A8r,UGT1A8r,STEROID METABOLISM
1175,UGT1A9r,UGT1A9r,STEROID METABOLISM
1176,CERT2gt_cho,Ceramide transport protein,"TRANSPORT, GOLGI APPARATUS"
1177,CHSTEROLtg,CHSTEROLtg,"TRANSPORT, GOLGI APPARATUS"
1178,GDPMANNtg,GDP mannose antiport,"TRANSPORT, GOLGI APPARATUS"
1179,H2Otg,H2Otg,"TRANSPORT, GOLGI APPARATUS"
1180,Kt3g,Kt3g,"TRANSPORT, GOLGI APPARATUS"
1181,NAt3_1g,NAt3 1g,"TRANSPORT, GOLGI APPARATUS"
1182,UDPGLCtg,UDPGLCtg,"TRANSPORT, GOLGI APPARATUS"
1183,UDPXYLtg,UDPXYLtg,"TRANSPORT, GOLGI APPARATUS"
1184,UGLCNACtg,UGLCNACtg,"TRANSPORT, GOLGI APPARATUS"
1185,ABUTt2rL,ABUTt2rL,"TRANSPORT, LYSOSOMAL"
1186,ADEtl,ADEtl,"TRANSPORT, LYSOSOMAL"
1187,ADNtl,ADNtl,"TRANSPORT, LYSOSOMAL"
1188,ALAt2rL,ALAt2rL,"TRANSPORT, LYSOSOMAL"
1189,ATPasel,ATPasel,"TRANSPORT, LYSOSOMAL"
1190,CYTDtl,CYTDtl,"TRANSPORT, LYSOSOMAL"
1191,DALAt2rL,DALAt2rL,"TRANSPORT, LYSOSOMAL"
1192,GLYt2rL,GLYt2rL,"TRANSPORT, LYSOSOMAL"
1193,GSNtl,GSNtl,"TRANSPORT, LYSOSOMAL"
1194,HXANtl,HXANtl,"TRANSPORT, LYSOSOMAL"
1195,IDOURtly,IDOURtly,"TRANSPORT, LYSOSOMAL"
1196,INStl,INStl,"TRANSPORT, LYSOSOMAL"
1197,PRODt2rL,PRODt2rL,"TRANSPORT, LYSOSOMAL"
1198,PROt2rL,PROt2rL,"TRANSPORT, LYSOSOMAL"
1199,THYMDtl,THYMDtl,"TRANSPORT, LYSOSOMAL"
1200,Uritl,Uritl,"TRANSPORT, LYSOSOMAL"
1201,AGPAT1_cho,1-acylglycerol-3-phosphate O-acyltransferase 1,TRIACYLGLYCEROL SYNTHESIS
1202,DGAT_cho,Diacylglycerol acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1203,DHAPA_cho,Dihydroxyacetone phosphate acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1204,DHAPAx_cho,Dihydroxyacetone phosphate acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1205,GPAM_cho,Glycerol-3-phosphate acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1206,GPAMm_cho,Glycerol-3-phosphate acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1207,LPS_cho,Lipase,TRIACYLGLYCEROL SYNTHESIS
1208,LPS2_cho,Lipase,TRIACYLGLYCEROL SYNTHESIS
1209,LPS3_cho,Lipase,TRIACYLGLYCEROL SYNTHESIS
1210,LPS4e_cho,Phospholipase,TRIACYLGLYCEROL SYNTHESIS
1211,LPSe_cho,Lipase,TRIACYLGLYCEROL SYNTHESIS
1212,MOGAT_cho,Monoacylglycerol acyltransferase,TRIACYLGLYCEROL SYNTHESIS
1213,PPAP_cho,Phosphatidic acid phosphatase,TRIACYLGLYCEROL SYNTHESIS
1214,BCDO,BCDO,VITAMIN A METABOLISM
1215,RADH,RADH,VITAMIN A METABOLISM
1216,RADH2,RADH2,VITAMIN A METABOLISM
1217,RAI3,RAI3,VITAMIN A METABOLISM
1218,RDH1,RDH1,VITAMIN A METABOLISM
1219,RDH1a,RDH1a,VITAMIN A METABOLISM
1220,RDH2,RDH2,VITAMIN A METABOLISM
1221,RDH2a,RDH2a,VITAMIN A METABOLISM
1222,RDH3,RDH3,VITAMIN A METABOLISM
1223,RDH3a,RDH3a,VITAMIN A METABOLISM
1224,RDH4,RDH4,VITAMIN A METABOLISM
1225,RE1904R,RE1904,VITAMIN A METABOLISM
1226,RE1905R,RE1905,VITAMIN A METABOLISM
1227,RE1906R,RE1906,VITAMIN A METABOLISM
1228,RE1938R,RE1938,VITAMIN A METABOLISM
1229,RE1941R,RE1941,VITAMIN A METABOLISM
1230,RE1942R,RE1942,VITAMIN A METABOLISM
1231,RE1943R,RE1943,VITAMIN A METABOLISM
1232,RE2146R,RE2146,VITAMIN A METABOLISM
1233,RE2149R,RE2149,VITAMIN A METABOLISM
1234,RE2150R,RE2150,VITAMIN A METABOLISM
1235,RE2151R,RE2151,VITAMIN A METABOLISM
1236,RETFA,RETFA,VITAMIN A METABOLISM
1237,RETH1,RETH1,VITAMIN A METABOLISM
1238,RETH1e,RETH1e,VITAMIN A METABOLISM
1239,RETH2,RETH2,VITAMIN A METABOLISM
1240,RETH2e,RETH2e,VITAMIN A METABOLISM
1241,RETHe,RETHe,VITAMIN A METABOLISM
1242,UGT1A5r,UGT1A5r,VITAMIN A METABOLISM
1243,UGT1A5r2,UGT1A5r2,VITAMIN A METABOLISM
1244,24_25VITD2Hm,"24,25VITD2Hm",VITAMIN D METABOLISM
1245,24_25VITD3Hm,"24,25VITD3Hm",VITAMIN D METABOLISM
1246,25HVITD3c,1-alpha hydroxylation of 25-hydroxy vitamin D,VITAMIN D METABOLISM
1247,25VITD2Hm,25VITD2Hm,VITAMIN D METABOLISM
1248,25VITD3Hm,25VITD3Hm,VITAMIN D METABOLISM
1249,RE1308M,RE1308,VITAMIN D METABOLISM
1250,RE1309M,RE1309,VITAMIN D METABOLISM
1251,RE1310M,RE1310,VITAMIN D METABOLISM
1252,RE1311M,RE1311,VITAMIN D METABOLISM
1253,RE2975M,RE2975,VITAMIN D METABOLISM
1254,RE3144M,RE3144,VITAMIN D METABOLISM
1255,VITD2Hm,VITD2Hm,VITAMIN D METABOLISM
1256,VITD3Hm,VITD3Hm,VITAMIN D METABOLISM
1257,RN0020R,RN0020,XENOBIOTICS METABOLISM
1258,RN0021C,RN0021,XENOBIOTICS METABOLISM
1259,RN0021R,RN0021,XENOBIOTICS METABOLISM
1260,RN0021X,RN0021,XENOBIOTICS METABOLISM
1261,RN0022C,RN0022,XENOBIOTICS METABOLISM
1262,RN0022R,RN0022,XENOBIOTICS METABOLISM
1263,RN0022X,RN0022,XENOBIOTICS METABOLISM
1264,RN0023C,RN0023,XENOBIOTICS METABOLISM
1265,RN0023R,RN0023,XENOBIOTICS METABOLISM
1266,RN0023X,RN0023,XENOBIOTICS METABOLISM
1267,RN0027R,RN0027,XENOBIOTICS METABOLISM
1268,RN0028C,RN0028,XENOBIOTICS METABOLISM
1269,RN0028R,RN0028,XENOBIOTICS METABOLISM
1270,RN0028X,RN0028,XENOBIOTICS METABOLISM
1271,RN0029R,RN0029,XENOBIOTICS METABOLISM
1272,RN0030R,RN0030,XENOBIOTICS METABOLISM
1273,RN0031C,RN0031,XENOBIOTICS METABOLISM
1274,RN0031R,RN0031,XENOBIOTICS METABOLISM
1275,RN0031X,RN0031,XENOBIOTICS METABOLISM
1276,RN0032R,RN0032,XENOBIOTICS METABOLISM
1277,ADMDC,Adenosylmethionine decarboxylase,ARGININE AND PROLINE METABOLISM
1278,AGMTm,AGMTm,ARGININE AND PROLINE METABOLISM
1279,APRTO2,N acetylputrescine oxygen oxireductase  deaminating ,ARGININE AND PROLINE METABOLISM
1280,ARD,1;2-dihydroxy-3-keto-5-methylthiopentene dioxygenase,ARGININE AND PROLINE METABOLISM
1281,ARGDCm,ARGDCm,ARGININE AND PROLINE METABOLISM
1282,ENOPH,Enolase-phosphatase E1,ARGININE AND PROLINE METABOLISM
1283,DARGOp,DARGOp,ARGININE AND PROLINE METABOLISM
1284,DDPGAm,DDPGAm,ARGININE AND PROLINE METABOLISM
1285,DORNOp,DORNOp,ARGININE AND PROLINE METABOLISM
1286,DPROOp,DPROOp,ARGININE AND PROLINE METABOLISM
1287,EHGLAT,L erythro 4 Hydroxyglutamate2 oxoglutarate aminotransferase,ARGININE AND PROLINE METABOLISM
1288,G5SADs,L-glutamate 5-semialdehyde dehydratase (spontaneous),ARGININE AND PROLINE METABOLISM
1289,G5SADrm,L glutamate 5 semialdehyde dehydratase  reversible  mitochondrial,ARGININE AND PROLINE METABOLISM
1290,HPROxm,L hydroxyproline dehydrogenase  NAD   mitochondrial,ARGININE AND PROLINE METABOLISM
1291,HPROym,L hydroxyproline dehydrogenase  NADP   mitochondrial,ARGININE AND PROLINE METABOLISM
1292,MDRPD,5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,ARGININE AND PROLINE METABOLISM
1293,MTAP,5  methylthioadenosine phosphorylase,ARGININE AND PROLINE METABOLISM
1294,MTRI,5-methylthioribose-1-phosphate isomerase,ARGININE AND PROLINE METABOLISM
1295,NABTNO,N4 AcetylaminobutanalNAD oxidoreductase,ARGININE AND PROLINE METABOLISM
1296,NABTNOm,NABTNOm,ARGININE AND PROLINE METABOLISM
1297,P5CR,Pyrroline-5-carboxylate reductase,ARGININE AND PROLINE METABOLISM
1298,PHCHGSm,L 1 Pyrroline 3 hydroxy 5 carboxylate spontaneous conversion to L 4 Hydroxyglutamate semialdehyde  mitochondrial,ARGININE AND PROLINE METABOLISM
1299,PRO1xm,Proline oxidase  NAD   mitochondrial,ARGININE AND PROLINE METABOLISM
1300,PROAKGOX1r,PROAKGOX1r,ARGININE AND PROLINE METABOLISM
1301,PROD2,Proline dehydrogenase,ARGININE AND PROLINE METABOLISM
1302,PROD2m,PROD2m,ARGININE AND PROLINE METABOLISM
1303,PTRCAT1,PTRCAT1,ARGININE AND PROLINE METABOLISM
1304,PTRCOX1,PTRCOX1,ARGININE AND PROLINE METABOLISM
1305,SPMDAT1,Spermidine acetyltransferase,ARGININE AND PROLINE METABOLISM
1306,DIAT,Diamine transaminase,ARGININE AND PROLINE METABOLISM
1307,RE1537C,N1-acetylspermidine oxidase,ARGININE AND PROLINE METABOLISM
1308,RE1539C,N1-acetylspermine oxidase,ARGININE AND PROLINE METABOLISM
1309,UNK3,2-keto-4-methylthiobutyrate transamination,ARGININE AND PROLINE METABOLISM
1310,FBA2,D Fructose 1 phosphate D glyceraldehyde 3 phosphate lyase,FRUCTOSE AND MANNOSE METABOLISM
1311,FBP26,Fructose 2 6 bisphosphate 2 phosphatase,FRUCTOSE AND MANNOSE METABOLISM
1312,PFK26,6 phosphofructo 2 kinase,FRUCTOSE AND MANNOSE METABOLISM
1313,PMANM,Phosphomannomutase,FRUCTOSE AND MANNOSE METABOLISM
1314,SBTR,D sorbitol reductase,FRUCTOSE AND MANNOSE METABOLISM
1315,AMPTASECG,Alanyl aminopeptidase (cys-gly),GLUTATHIONE METABOLISM
1316,AMPTASECGe,AMPTASECGe,GLUTATHIONE METABOLISM
1317,GGLUCT,GGLUCT,GLUTATHIONE METABOLISM
1318,GTHPi,Glutathione peridoxase,GLUTATHIONE METABOLISM
1319,GTHPe,GTHPe,GLUTATHIONE METABOLISM
1320,GTHPm,Glutathione peroxidase  mitochondria,GLUTATHIONE METABOLISM
1321,OPAH,OPAH,GLUTATHIONE METABOLISM
1322,r0022,Glutathione:NAD+ oxidoreductase Glutamate metabolism EC:1.8.1.7,GLUTATHIONE METABOLISM
1323,GLYCLm,Glycine cleavage system  mitochondrial,"GLYCINE, SERINE, AND THREONINE METABOLISM"
1324,SERR,Serine racemase,"GLYCINE, SERINE, AND THREONINE METABOLISM"
1325,R01465m,R01465m,"GLYCINE, SERINE, AND THREONINE METABOLISM"
1326,THRAi,Threonine aldolase,"GLYCINE, SERINE, AND THREONINE METABOLISM"
1327,HISDr,Histidase r,HISTIDINE METABOLISM
1328,HISTASE,HISTASE,HISTIDINE METABOLISM
1329,IMACTD,Imidazole acetaldeyde dehydrogenase,HISTIDINE METABOLISM
1330,IMACTD_m,IMACTD m,HISTIDINE METABOLISM
1331,IZPN,Imidazolonepropionase,HISTIDINE METABOLISM
1332,MACOXO,MACOXO,HISTIDINE METABOLISM
1333,MHISOR,MHISOR,HISTIDINE METABOLISM
1334,SAMHISTA,SAMHISTA,HISTIDINE METABOLISM
1335,URCN,Urocanase,HISTIDINE METABOLISM
1336,2OXOADOXm,2OXOADOXm,LYSINE METABOLISM
1337,AADSACYCL,AADSACYCL,LYSINE METABOLISM
1338,AASAD3,AASAD3,LYSINE METABOLISM
1339,AASAD3m,AASAD3m,LYSINE METABOLISM
1340,AATAi,AATAi,LYSINE METABOLISM
1341,AGXT2L2,5-phosphonooxy-L-lysine phosphate-lyase,LYSINE METABOLISM
1342,BBHOX,BBHOX,LYSINE METABOLISM
1343,GHMT3,GHMT3,LYSINE METABOLISM
1344,GHMT3m,GHMT3m,LYSINE METABOLISM
1345,HOLYSK,Hydroxylysine kinase,LYSINE METABOLISM
1346,LYSMTF1n,LYSMTF1n,LYSINE METABOLISM
1347,LYSMTF2n,LYSMTF2n,LYSINE METABOLISM
1348,LYSMTF3n,LYSMTF3n,LYSINE METABOLISM
1349,PCLGALTr,Procollagen galactosyltransferase,LYSINE METABOLISM
1350,PLYSPSer,PLYSPSer,LYSINE METABOLISM
1351,TMABADH,TMABADH,LYSINE METABOLISM
1352,TMLYSOX,TMLYSOX,LYSINE METABOLISM
1353,AHCi,Adenosylhomocysteinase,METHIONINE AND CYSTEINE METABOLISM
1354,CYSTAm,CYSTAm,METHIONINE AND CYSTEINE METABOLISM
1355,DNAMTn,DNAMTn,METHIONINE AND CYSTEINE METABOLISM
1356,LCYSTATm,LCYSTATm,METHIONINE AND CYSTEINE METABOLISM
1357,MCLOR,MCLOR,METHIONINE AND CYSTEINE METABOLISM
1358,MCPST,3-mercaptopyruvate sulfurtransferase,METHIONINE AND CYSTEINE METABOLISM
1359,METAT,Methionine adenosyltransferase,METHIONINE AND CYSTEINE METABOLISM
1360,r0210,"L-Serine hydro-lyase (adding homocysteine) Glycine, serine and threonine metabolism EC:4.2.1.22",METHIONINE AND CYSTEINE METABOLISM
1361,RE2640C,RE2640,METHIONINE AND CYSTEINE METABOLISM
1362,SLDxm,SLDxm,METHIONINE AND CYSTEINE METABOLISM
1363,34DHOXPEGOX,"3,4-Dihydroxyphenylethyleneglycol NAD+ oxidoreductase",TYROSINE METABOLISM
1364,34DHPHAMT,34DHPHAMT,TYROSINE METABOLISM
1365,34DHALDD,Aldehyde dehydrogenase  3 4 dihydroxyphenylacetaldehyde  NAD ,TYROSINE METABOLISM
1366,34DHPLACOX_NADP,34DHPLACOX LPAREN NADP RPAREN ,TYROSINE METABOLISM
1367,34DHXMANDACOX,34DHXMANDACOX,TYROSINE METABOLISM
1368,34DHXMANDACOX_NADP,34DHXMANDACOX LPAREN NADP RPAREN ,TYROSINE METABOLISM
1369,3M4HDXPAC,3M4HDXPAC,TYROSINE METABOLISM
1370,3MOX4HOXPGALDOX,3MOX4HOXPGALDOX,TYROSINE METABOLISM
1371,3MOX4HOXPGALDOX_NADP,3MOX4HOXPGALDOX LPAREN NADP RPAREN ,TYROSINE METABOLISM
1372,3MOXTYROX,3MOXTYROX,TYROSINE METABOLISM
1373,42A12BOOX,42A12BOOX,TYROSINE METABOLISM
1374,4HALDD,Aldehyde dehydrogenase  4 hydroxyphenylacetaldehyde  NAD ,TYROSINE METABOLISM
1375,4HOXPACDOX_NADP,4HOXPACDOX LPAREN NADP RPAREN ,TYROSINE METABOLISM
1376,DOPACHRMISO,DOPACHRMISO,TYROSINE METABOLISM
1377,DOPAMT,DOPAMT,TYROSINE METABOLISM
1378,FALDH,Formaldehyde dehydrogenase,TYROSINE METABOLISM
1379,FUMAH,Fumarylpyruvate hydrolase,TYROSINE METABOLISM
1380,H2O2syn,H2O2syn,TYROSINE METABOLISM
1381,HGNTOR,Homogentisateoxygen 1 2 oxidoreductase  decyclizing ,TYROSINE METABOLISM
1382,IDHPOXOX2b,IDHPOXOX2b,TYROSINE METABOLISM
1383,IDHPOXOX3,IDHPOXOX3,TYROSINE METABOLISM
1384,IDHPOXOX4,IDHPOXOX4,TYROSINE METABOLISM
1385,IDHPOXOXb,IDHPOXOXb,TYROSINE METABOLISM
1386,MAOLNOR,MAOLNOR,TYROSINE METABOLISM
1387,MAOX,MAOX,TYROSINE METABOLISM
1388,NRPPHRSULT,NRPPHRSULT,TYROSINE METABOLISM
1389,RE0912C,RE0912,TYROSINE METABOLISM
1390,RE0919R,RE0919,TYROSINE METABOLISM
1391,RE0920R,RE0920,TYROSINE METABOLISM
1392,RE0921R,RE0921,TYROSINE METABOLISM
1393,RE0922R,RE0922,TYROSINE METABOLISM
1394,RE0923R,RE0923,TYROSINE METABOLISM
1395,RE0924R,RE0924,TYROSINE METABOLISM
1396,RE0925R,RE0925,TYROSINE METABOLISM
1397,RE0927R,RE0927,TYROSINE METABOLISM
1398,RE0928R,RE0928,TYROSINE METABOLISM
1399,RE1916C,RE1916,TYROSINE METABOLISM
1400,RE1916X,RE1916,TYROSINE METABOLISM
1401,RE2296C,RE2296,TYROSINE METABOLISM
1402,RE2296X,RE2296,TYROSINE METABOLISM
1403,RE2522C,RE2522,TYROSINE METABOLISM
1404,RE2522X,RE2522,TYROSINE METABOLISM
1405,RE2523C,RE2523,TYROSINE METABOLISM
1406,RE2523X,RE2523,TYROSINE METABOLISM
1407,RE2524C,RE2524,TYROSINE METABOLISM
1408,RE2524X,RE2524,TYROSINE METABOLISM
1409,RE2525C,RE2525,TYROSINE METABOLISM
1410,RE2525X,RE2525,TYROSINE METABOLISM
1411,RE3095C,RE3095,TYROSINE METABOLISM
1412,RE3095L,RE3095,TYROSINE METABOLISM
1413,RE3233G,RE3233,TYROSINE METABOLISM
1414,RE3233L,RE3233,TYROSINE METABOLISM
1415,SALMCOM,SALMCOM,TYROSINE METABOLISM
1416,THYPX,THYPX,TYROSINE METABOLISM
1417,TRIODTHYSULT,TRIODTHYSULT,TYROSINE METABOLISM
1418,TYRASE2,Tyrosinase 2,TYROSINE METABOLISM
1419,TYRDOPO,TYRDOPO,TYROSINE METABOLISM
1420,TYRDOPO3,TYRDOPO3,TYROSINE METABOLISM
1421,TYROX,L-Tyrosine oxidase,TYROSINE METABOLISM
1422,TYROXDAc,TYROXDAc,TYROSINE METABOLISM
1423,TYRTA,Tyrosine transaminase,TYROSINE METABOLISM
1424,TYRTAm,TYRTAm,TYROSINE METABOLISM
1425,3AIBTm,3AIBTm,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1426,3HBCOAHLm,3HBCOAHLm,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1427,ACACT10m,ACACT10m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1428,ACOAD10m,ACOAD10m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1429,ACOAD8m,ACOAD8m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1430,ACOAD9m,ACOAD9m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1431,ECOAH12m,ECOAH12m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1432,ECOAH9m,ECOAH9m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1433,HACD9m,HACD9m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1434,HIBDm,HIBDm,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1435,ILEOX,L-Isoleucine oxidase,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1436,ILETAm,Isoleucine transaminase  mitochondrial,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1437,LEUTAm,Leucine transaminase  mitochondrial,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1438,MMCDm,MMCDm,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1439,MMCDp,MMCDp,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1440,MMSAD1m,MMSAD1m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1441,OCOAT1m,OCOAT1m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1442,OIVD1m,OIVD1m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1443,OIVD2m,OIVD2m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1444,OIVD3m,OIVD3m,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1445,PPCOACm,PPCOACm,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1446,r0643,"(S)-Methylmalonate semialdehyde:NAD+ oxidoreductase Valine, leucine and isoleucine degradation EC:1.2.1.3","VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1447,RE2453M,RE2453,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
1448,RE2454M,RE2454,"VALINE, LEUCINE, AND ISOLEUCINE METABOLISM"
