"node","name_1","name_2","subsystem"
1524,"ST3GAL62g_cho","Type 2 lactosamine alpha-2,3-sialyltransferase","BLOOD GROUP SYNTHESIS"
1525,"ST8SIA56g_cho","Alpha-2,8-sialyltransferase 8E","BLOOD GROUP SYNTHESIS"
1526,"PNTK","Pantothenate kinase","COA SYNTHESIS"
1527,"PNTKm","PNTKm","COA SYNTHESIS"
1528,"ALOX12","ALOX12","EICOSANOID METABOLISM"
1530,"ALOX15","ALOX15","EICOSANOID METABOLISM"
1531,"ALOX5","ALOX5","EICOSANOID METABOLISM"
1532,"ALOX52","ALOX52","EICOSANOID METABOLISM"
1533,"CBR1","CBR1","EICOSANOID METABOLISM"
1534,"CBR2","CBR2","EICOSANOID METABOLISM"
1536,"GGT6","GGT6","EICOSANOID METABOLISM"
1537,"LTA4H","LTA4H","EICOSANOID METABOLISM"
1539,"P4504B1r","P4504B1r","EICOSANOID METABOLISM"
1540,"P4504F121r","P4504F121r","EICOSANOID METABOLISM"
1541,"P4504F122r","P4504F122r","EICOSANOID METABOLISM"
1542,"P4504F81r","P4504F81r","EICOSANOID METABOLISM"
1543,"PGDI","PGDI","EICOSANOID METABOLISM"
1544,"PGDIr","PGDIr","EICOSANOID METABOLISM"
1545,"PGESc","Prostaglandin E synthase","EICOSANOID METABOLISM"
1548,"PGS","PGS","EICOSANOID METABOLISM"
1549,"PGSr","PGSr","EICOSANOID METABOLISM"
1550,"PTGFS","Prostaglandin F2alpha synthase","EICOSANOID METABOLISM"
1551,"RE1818M","RE1818","EICOSANOID METABOLISM"
1553,"RE1818X","RE1818","EICOSANOID METABOLISM"
1554,"RE1819C","RE1819","EICOSANOID METABOLISM"
1555,"RE1819M","RE1819","EICOSANOID METABOLISM"
1556,"RE1819X","RE1819","EICOSANOID METABOLISM"
1557,"RE2051C","RE2051","EICOSANOID METABOLISM"
1558,"RE2051G","RE2051","EICOSANOID METABOLISM"
1559,"RE2051R","RE2051","EICOSANOID METABOLISM"
1560,"RE2360N","RE2360","EICOSANOID METABOLISM"
1561,"RE3010C","RE3010","EICOSANOID METABOLISM"
1562,"RE3010M","RE3010","EICOSANOID METABOLISM"
1563,"RE3010X","RE3010","EICOSANOID METABOLISM"
1564,"RE3011M","RE3011","EICOSANOID METABOLISM"
1565,"RE3012C","RE3012","EICOSANOID METABOLISM"
1566,"RE3012M","RE3012","EICOSANOID METABOLISM"
1567,"RE3012R","RE3012","EICOSANOID METABOLISM"
1568,"RE3014R","RE3014","EICOSANOID METABOLISM"
1569,"RE3015R","RE3015","EICOSANOID METABOLISM"
1570,"RE3018R","RE3018","EICOSANOID METABOLISM"
1571,"RE3019R","RE3019","EICOSANOID METABOLISM"
1572,"RE3020R","RE3020","EICOSANOID METABOLISM"
1573,"RE3307C","RE3307","EICOSANOID METABOLISM"
1574,"RE3307M","RE3307","EICOSANOID METABOLISM"
1575,"RE3307X","RE3307","EICOSANOID METABOLISM"
1576,"RE3334X","RE3334","EICOSANOID METABOLISM"
1577,"RE3335C","RE3335","EICOSANOID METABOLISM"
1578,"RE3335M","RE3335","EICOSANOID METABOLISM"
1579,"RE3335R","RE3335","EICOSANOID METABOLISM"
1580,"RE3335X","RE3335","EICOSANOID METABOLISM"
1581,"RE3336M","RE3336","EICOSANOID METABOLISM"
1582,"RE3336X","RE3336","EICOSANOID METABOLISM"
1583,"RE3337M","RE3337","EICOSANOID METABOLISM"
1584,"RE3337X","RE3337","EICOSANOID METABOLISM"
1585,"RE3338C","RE3338","EICOSANOID METABOLISM"
1586,"RE3338M","RE3338","EICOSANOID METABOLISM"
1587,"RE3338X","RE3338","EICOSANOID METABOLISM"
1588,"RE3339C","RE3339","EICOSANOID METABOLISM"
1589,"RE3339M","RE3339","EICOSANOID METABOLISM"
1590,"RE3339X","RE3339","EICOSANOID METABOLISM"
1591,"RE3340C","RE3340","EICOSANOID METABOLISM"
1592,"RE3340M","RE3340","EICOSANOID METABOLISM"
1593,"RE3340X","RE3340","EICOSANOID METABOLISM"
1594,"RE3341X","RE3341","EICOSANOID METABOLISM"
1595,"RE3342M","RE3342","EICOSANOID METABOLISM"
1596,"RE3342X","RE3342","EICOSANOID METABOLISM"
1597,"RE3343C","RE3343","EICOSANOID METABOLISM"
1598,"RE3343M","RE3343","EICOSANOID METABOLISM"
1599,"RE3343X","RE3343","EICOSANOID METABOLISM"
1600,"RE3344M","RE3344","EICOSANOID METABOLISM"
1601,"RE3344X","RE3344","EICOSANOID METABOLISM"
1602,"RE3345C","RE3345","EICOSANOID METABOLISM"
1603,"RE3345M","RE3345","EICOSANOID METABOLISM"
1604,"RE3345R","RE3345","EICOSANOID METABOLISM"
1605,"RE3345X","RE3345","EICOSANOID METABOLISM"
1606,"RE3430C","RE3430","EICOSANOID METABOLISM"
1607,"RE3432C","RE3432","EICOSANOID METABOLISM"
1608,"RE3432M","RE3432","EICOSANOID METABOLISM"
1609,"RE3432X","RE3432","EICOSANOID METABOLISM"
1610,"RE3434R","RE3434","EICOSANOID METABOLISM"
1611,"RE3435R","RE3435","EICOSANOID METABOLISM"
1612,"RE3436R","RE3436","EICOSANOID METABOLISM"
1613,"RE3443M","RE3443","EICOSANOID METABOLISM"
1614,"RE3443X","RE3443","EICOSANOID METABOLISM"
1615,"RE3444C","RE3444","EICOSANOID METABOLISM"
1616,"RE3444M","RE3444","EICOSANOID METABOLISM"
1617,"RE3444X","RE3444","EICOSANOID METABOLISM"
1618,"RE3445X","RE3445","EICOSANOID METABOLISM"
1619,"RE3446C","RE3446","EICOSANOID METABOLISM"
1620,"RE3446M","RE3446","EICOSANOID METABOLISM"
1621,"RE3446R","RE3446","EICOSANOID METABOLISM"
1622,"RE3446X","RE3446","EICOSANOID METABOLISM"
1623,"RE3447M","RE3447","EICOSANOID METABOLISM"
1624,"RE3447X","RE3447","EICOSANOID METABOLISM"
1625,"RE3448C","RE3448","EICOSANOID METABOLISM"
1626,"RE3448M","RE3448","EICOSANOID METABOLISM"
1627,"RE3448X","RE3448","EICOSANOID METABOLISM"
1632,"RE3498N","RE3498","EICOSANOID METABOLISM"
1639,"RE3502C","RE3502","EICOSANOID METABOLISM"
1640,"RE3502X","RE3502","EICOSANOID METABOLISM"
1641,"RE3503N","RE3503","EICOSANOID METABOLISM"
1642,"RE3506R","RE3506","EICOSANOID METABOLISM"
1653,"RE3559M","RE3559","EICOSANOID METABOLISM"
1654,"RE3559X","RE3559","EICOSANOID METABOLISM"
1655,"RE3560C","RE3560","EICOSANOID METABOLISM"
1656,"RE3560M","RE3560","EICOSANOID METABOLISM"
1657,"RE3560X","RE3560","EICOSANOID METABOLISM"
1658,"RE3561X","RE3561","EICOSANOID METABOLISM"
1659,"RE3562C","RE3562","EICOSANOID METABOLISM"
1660,"RE3562M","RE3562","EICOSANOID METABOLISM"
1661,"RE3562R","RE3562","EICOSANOID METABOLISM"
1662,"RE3562X","RE3562","EICOSANOID METABOLISM"
1663,"RE3563M","RE3563","EICOSANOID METABOLISM"
1664,"RE3563X","RE3563","EICOSANOID METABOLISM"
1665,"RE3564C","RE3564","EICOSANOID METABOLISM"
1666,"RE3564M","RE3564","EICOSANOID METABOLISM"
1667,"RE3564X","RE3564","EICOSANOID METABOLISM"
1669,"RE3572X","RE3572","EICOSANOID METABOLISM"
1670,"RE3573X","RE3573","EICOSANOID METABOLISM"
1671,"RE3574X","RE3574","EICOSANOID METABOLISM"
1672,"RE3575X","RE3575","EICOSANOID METABOLISM"
1673,"RE3576X","RE3576","EICOSANOID METABOLISM"
1674,"RE3577X","RE3577","EICOSANOID METABOLISM"
1676,"RE3580X","RE3580","EICOSANOID METABOLISM"
1677,"RE3581X","RE3581","EICOSANOID METABOLISM"
1679,"RE3586X","RE3586","EICOSANOID METABOLISM"
1680,"RE3596C","RE3596","EICOSANOID METABOLISM"
1681,"RE3596M","RE3596","EICOSANOID METABOLISM"
1682,"RE3596X","RE3596","EICOSANOID METABOLISM"
1683,"RE3597C","RE3597","EICOSANOID METABOLISM"
1684,"RE3597M","RE3597","EICOSANOID METABOLISM"
1685,"RE3597X","RE3597","EICOSANOID METABOLISM"
1686,"TXASr","TXASr","EICOSANOID METABOLISM"
1687,"FTHFCL","5 formethyltetrahydrofolate cyclo ligase","FOLATE METABOLISM"
1688,"FTHFDH","FTHFDH","FOLATE METABOLISM"
1689,"GGH_10FTHF5GLUe","GGH  10FTHF5GLUe","FOLATE METABOLISM"
1690,"GGH_10FTHF5GLUl","GGH  10FTHF5GLUl","FOLATE METABOLISM"
1691,"GGH_10FTHF6GLUe","GGH  10FTHF6GLUe","FOLATE METABOLISM"
1692,"GGH_10FTHF6GLUl","GGH  10FTHF6GLUl","FOLATE METABOLISM"
1693,"GGH_10FTHF7GLUe","GGH  10FTHF7GLUe","FOLATE METABOLISM"
1694,"GGH_10FTHF7GLUl","GGH  10FTHF7GLUl","FOLATE METABOLISM"
1695,"GGH_5DHFe","GGH  5DHFe","FOLATE METABOLISM"
1696,"GGH_5DHFl","GGH  5DHFl","FOLATE METABOLISM"
1697,"GGH_5THFe","GGH  5THFe","FOLATE METABOLISM"
1698,"GGH_5THFl","GGH  5THFl","FOLATE METABOLISM"
1699,"GGH_6DHFe","GGH  6DHFe","FOLATE METABOLISM"
1700,"GGH_6DHFl","GGH  6DHFl","FOLATE METABOLISM"
1701,"GGH_6THFe","GGH  6THFe","FOLATE METABOLISM"
1702,"GGH_6THFl","GGH  6THFl","FOLATE METABOLISM"
1703,"GGH_7DHFe","GGH  7DHFe","FOLATE METABOLISM"
1704,"GGH_7DHFl","GGH  7DHFl","FOLATE METABOLISM"
1705,"GGH_7THFe","GGH  7THFe","FOLATE METABOLISM"
1706,"GGH_7THFl","GGH  7THFl","FOLATE METABOLISM"
1707,"MTHFC","Methenyltetrahydrofolate cyclohydrolase","FOLATE METABOLISM"
1708,"MTHFCm","Methenyltetrahydrifikate cyclohydrolase  mitochondrial","FOLATE METABOLISM"
1709,"MTHFD2i","Methylenetetrahydrofolate dehydrogenase  NAD","FOLATE METABOLISM"
1710,"MTHFD2m","MTHFD2m","FOLATE METABOLISM"
1711,"r0792","5-methyltetrahydrofolate:NAD+ oxidoreductase One carbon pool by folate / Methane metabolism EC:1.5.1.20","FOLATE METABOLISM"
1712,"AGPSx_cho","Alkylglycerone phosphate synthase","GLYCEROPHOSPHOLIPID METABOLISM"
1713,"ALKP","Alkaline phosphatase","GLYCEROPHOSPHOLIPID METABOLISM"
1714,"CDS_cho","Phosphatidate cytidylyltransferase","GLYCEROPHOSPHOLIPID METABOLISM"
1715,"CEPTE_cho","Ethanolamine phosphotransferase","GLYCEROPHOSPHOLIPID METABOLISM"
1716,"CHOLK","Choline kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1717,"CPCTDTX","CPCTDTX","GLYCEROPHOSPHOLIPID METABOLISM"
1718,"DAGK_cho","Diacylglycerol phosphate kinase (cho)","GLYCEROPHOSPHOLIPID METABOLISM"
1719,"DAGKn_cho","Diacylglycerol phosphate kinase (cho)","GLYCEROPHOSPHOLIPID METABOLISM"
1720,"DHAK","Dihydroxyacetone kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1721,"EPCTX","EPCTX","GLYCEROPHOSPHOLIPID METABOLISM"
1722,"ETHAK","Ethanolamine kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1723,"G3PD1","G3PD1","GLYCEROPHOSPHOLIPID METABOLISM"
1724,"GLYK","Glycerol kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1725,"GLYKm","GLYKm","GLYCEROPHOSPHOLIPID METABOLISM"
1726,"GPDDA1","Glycerophosphodiester phosphodiesterase (Glycerophosphocholine)","GLYCEROPHOSPHOLIPID METABOLISM"
1727,"LPASE_cho","Lysophospholipase","GLYCEROPHOSPHOLIPID METABOLISM"
1728,"PAFH_cho","Platelet-activating factor acetylhydrolase","GLYCEROPHOSPHOLIPID METABOLISM"
1729,"PAFHe_cho","Platelet-activating factor acetylhydrolase","GLYCEROPHOSPHOLIPID METABOLISM"
1730,"PAFS_cho","Alkyl glycerol phosphocholine acetyl transferase","GLYCEROPHOSPHOLIPID METABOLISM"
1731,"PCHOLP_cho","Choline phosphatase","GLYCEROPHOSPHOLIPID METABOLISM"
1732,"PCHOLPg_cho","Choline phosphatase","GLYCEROPHOSPHOLIPID METABOLISM"
1733,"PCHOLPm_cho","Choline phosphatase","GLYCEROPHOSPHOLIPID METABOLISM"
1734,"PCHOLPr_cho","Choline phosphatase","GLYCEROPHOSPHOLIPID METABOLISM"
1735,"PETOHMm_cho","Phosphatidylethanolamine N-methyltransferase","GLYCEROPHOSPHOLIPID METABOLISM"
1736,"PI4P5K_cho","Phosphatidylinositol 4-phosphate 5-kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1737,"PIK4_cho","Phosphatidylinositol 4-kinase","GLYCEROPHOSPHOLIPID METABOLISM"
1738,"PLA2_2_cho","Phospholipase A2","GLYCEROPHOSPHOLIPID METABOLISM"
1739,"PLA2_2e_cho","Phospholipase A2","GLYCEROPHOSPHOLIPID METABOLISM"
1740,"PSSA1_cho","Phosphatidylserine synthase cho","GLYCEROPHOSPHOLIPID METABOLISM"
1741,"PSSA2_cho","Phosphatidylserine synthase cho","GLYCEROPHOSPHOLIPID METABOLISM"
1742,"RE0066M","RE0066","GLYCEROPHOSPHOLIPID METABOLISM"
1743,"RE0066R","RE0066","GLYCEROPHOSPHOLIPID METABOLISM"
1744,"RE3301C","RE3301","GLYCEROPHOSPHOLIPID METABOLISM"
1745,"RE3301G","RE3301","GLYCEROPHOSPHOLIPID METABOLISM"
1746,"RE3301R","RE3301","GLYCEROPHOSPHOLIPID METABOLISM"
1747,"RE3511M","RE3511","GLYCEROPHOSPHOLIPID METABOLISM"
1748,"RE3511R","RE3511","GLYCEROPHOSPHOLIPID METABOLISM"
1749,"BILIRED","Nad(p)h biliverdin reductase","HEME DEGRADATION"
1750,"BILIRED2","Nadh biliverdin reductase","HEME DEGRADATION"
1751,"GLCAASE1ly","GLCAASE1ly","HEPARAN SULFATE DEGRADATION"
1752,"GLCNACASE1ly","GLCNACASE1ly","HEPARAN SULFATE DEGRADATION"
1753,"GLCNACASE2ly","GLCNACASE2ly","HEPARAN SULFATE DEGRADATION"
1754,"GLCNACASE3ly","GLCNACASE3ly","HEPARAN SULFATE DEGRADATION"
1755,"GLCNACASE4ly","GLCNACASE4ly","HEPARAN SULFATE DEGRADATION"
1756,"GLCNACASE5ly","GLCNACASE5ly","HEPARAN SULFATE DEGRADATION"
1757,"HS1ly","HS1ly","HEPARAN SULFATE DEGRADATION"
1758,"HS2ly","HS2ly","HEPARAN SULFATE DEGRADATION"
1759,"HS3ly","HS3ly","HEPARAN SULFATE DEGRADATION"
1760,"HS4ly","HS4ly","HEPARAN SULFATE DEGRADATION"
1761,"HSAT1ly","HSAT1ly","HEPARAN SULFATE DEGRADATION"
1762,"HSAT2ly","HSAT2ly","HEPARAN SULFATE DEGRADATION"
1763,"HSAT3ly","HSAT3ly","HEPARAN SULFATE DEGRADATION"
1764,"HSAT4ly","HSAT4ly","HEPARAN SULFATE DEGRADATION"
1765,"IDOAASE1ly","IDOAASE1ly","HEPARAN SULFATE DEGRADATION"
1766,"IDOAASE2ly","IDOAASE2ly","HEPARAN SULFATE DEGRADATION"
1767,"IDOAASE3ly","IDOAASE3ly","HEPARAN SULFATE DEGRADATION"
1768,"S2TASE1ly","S2TASE1ly","HEPARAN SULFATE DEGRADATION"
1769,"S2TASE2ly","S2TASE2ly","HEPARAN SULFATE DEGRADATION"
1770,"S6TASE1ly","S6TASE1ly","HEPARAN SULFATE DEGRADATION"
1771,"S6TASE2ly","S6TASE2ly","HEPARAN SULFATE DEGRADATION"
1772,"S6TASE3ly","S6TASE3ly","HEPARAN SULFATE DEGRADATION"
1773,"HAS1","HAS1","HYALURONAN METABOLISM"
1774,"HAS2","HAS2","HYALURONAN METABOLISM"
1775,"NACHEX27ly","NACHEX27ly","HYALURONAN METABOLISM"
1776,"INOSTO","INOSTO","INOSITOL PHOSPHATE METABOLISM"
1777,"MI123456PP","Inositol-1,2,3,4,5,6-hexaphosphate 2-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1778,"MI13456PK","MI13456PK","INOSITOL PHOSPHATE METABOLISM"
1779,"MI1345PKn","Inositol 1 3 4 5 triphosphate 6 kinase  nucleus","INOSITOL PHOSPHATE METABOLISM"
1780,"MI1345PP","MI1345PP","INOSITOL PHOSPHATE METABOLISM"
1781,"MI1346PKn","MI1346PKn","INOSITOL PHOSPHATE METABOLISM"
1782,"MI134P4P","MI134P4P","INOSITOL PHOSPHATE METABOLISM"
1783,"MI134PK","MI134PK","INOSITOL PHOSPHATE METABOLISM"
1784,"ITKPK","Inositol-tetrakisphosphate 1-kinase","INOSITOL PHOSPHATE METABOLISM"
1785,"MI1456PKn","Inositol 1 4 5 6  tetrakisphosphate 3 kinase  nucleus","INOSITOL PHOSPHATE METABOLISM"
1786,"MI145P6Kn","Inositol 1 4 5 triphosphate 6 kinase  nucleus","INOSITOL PHOSPHATE METABOLISM"
1787,"MI145PK","MI145PK","INOSITOL PHOSPHATE METABOLISM"
1788,"MI145PKn","Inositol 1 4 5 trisphosphate 3 kinase  nucleus","INOSITOL PHOSPHATE METABOLISM"
1789,"MI145PP","MI145PP","INOSITOL PHOSPHATE METABOLISM"
1790,"MI14P4P","MI14P4P","INOSITOL PHOSPHATE METABOLISM"
1791,"MI1PP","Myo-inositol 1-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1792,"MI3456PK","MI3456PK","INOSITOL PHOSPHATE METABOLISM"
1793,"MI3PP","MI3PP","INOSITOL PHOSPHATE METABOLISM"
1794,"MI3PS","1D-myo-inositol-3-phosphate lyase (isomerizing)","INOSITOL PHOSPHATE METABOLISM"
1795,"MI4PK","Phosphatidylinositol-4-phosphate 3-kinase","INOSITOL PHOSPHATE METABOLISM"
1796,"MI4PP","MI4PP","INOSITOL PHOSPHATE METABOLISM"
1797,"PMI12346PS","5 diphosphoinositol 1 2 3 4 6 pentakisphosphate synthase","INOSITOL PHOSPHATE METABOLISM"
1798,"MINOHPKn","Inositol hexakisphosphate kinase, nuclear","INOSITOL PHOSPHATE METABOLISM"
1799,"PI345P5P_cho","Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1800,"PI34P3P","Phosphatidylinositol-3,4-bisphosphate 3-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1801,"PI34P3Pn_cho","Phosphatidylinositol-3,4-bisphosphate 3-phosphatase, nuclear","INOSITOL PHOSPHATE METABOLISM"
1802,"PI34P4P","Phosphatidylinositol-3,4-bisphosphate 4-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1803,"PI34P5K_cho","Phosphatidylinositol 3,4-bisphosphate 5-kinase","INOSITOL PHOSPHATE METABOLISM"
1804,"PI3P3Pn_cho","Phosphatidylinositol-3-phosphate 3-phosphatase, nuclear","INOSITOL PHOSPHATE METABOLISM"
1805,"PI3P4K_cho","Phosphatidylinositol 3-phosphate 4-kinase","INOSITOL PHOSPHATE METABOLISM"
1806,"PI3P5K_cho","Phosphatidylinositol 3-phosphate 5-kinase","INOSITOL PHOSPHATE METABOLISM"
1807,"PI45P3K_cho","Phosphatidylinositol 4,5-bisphosphate 3-kinase","INOSITOL PHOSPHATE METABOLISM"
1808,"PI45P5P_cho","Phosphatidylinositol-4,5-bisphosphate 5-phosphatase","INOSITOL PHOSPHATE METABOLISM"
1809,"PI45PLCn_cho","Phosphatidylinositol 4,5-bisphosphate phospholipase C, nucleus","INOSITOL PHOSPHATE METABOLISM"
1810,"PI4P3K_cho","Phosphatidylinositol 4-phosphate 3-kinase","INOSITOL PHOSPHATE METABOLISM"
1811,"PI5P3K_cho","Phosphatidylinositol-5-phosphate 3-kinase","INOSITOL PHOSPHATE METABOLISM"
1812,"PI5P4K_cho","Phosphatidylinositol-5-phosphate 4-kinase","INOSITOL PHOSPHATE METABOLISM"
1813,"PIK3_cho","Phosphatidylinositol 3-kinase","INOSITOL PHOSPHATE METABOLISM"
1814,"PIK5_cho","Phosphatidylinositol 5-kinase","INOSITOL PHOSPHATE METABOLISM"
1815,"PMI12346PH","5 diphosphoinositol 1 2 3 4 6 pentakisphosphate diphosphohydrolase","INOSITOL PHOSPHATE METABOLISM"
1816,"PMI12346PHn","PMI12346PHn","INOSITOL PHOSPHATE METABOLISM"
1817,"PMI1346PH","Diphosphoinositol 1 3 4 6 tetrakisphosphate diphosphohydrolase","INOSITOL PHOSPHATE METABOLISM"
1818,"PMI1346PHn","PMI1346PHn","INOSITOL PHOSPHATE METABOLISM"
1820,"RE3258R","RE3258","LINOLEATE METABOLISM"
1822,"RE3259R","RE3259","LINOLEATE METABOLISM"
1823,"RE3260R","RE3260","LINOLEATE METABOLISM"
1824,"RE3261R","RE3261","LINOLEATE METABOLISM"
1825,"RE3264R","RE3264","LINOLEATE METABOLISM"
1826,"RE3265R","RE3265","LINOLEATE METABOLISM"
1827,"ADK1","Adenylate kinase","NUCLEOTIDE INTERCONVERSION"
1828,"ADK1m","Adenylate kinase  mitochondrial","NUCLEOTIDE INTERCONVERSION"
1829,"ADKd","Adenylate kinase (d form)","NUCLEOTIDE INTERCONVERSION"
1830,"ADNCYC","Adenylate cyclase","NUCLEOTIDE INTERCONVERSION"
1831,"ADPRDP","ADPribose diphosphatase","NUCLEOTIDE INTERCONVERSION"
1832,"ADPRDPm","ADPRDPm","NUCLEOTIDE INTERCONVERSION"
1833,"ADSK","Adenylyl-sulfate kinase","NUCLEOTIDE INTERCONVERSION"
1834,"ADSKn","Adenylyl-sulfate kinase, nuclear","NUCLEOTIDE INTERCONVERSION"
1835,"ADSS","Adenylosuccinate synthase","NUCLEOTIDE INTERCONVERSION"
1836,"AMPDA","Adenosine monophosphate deaminase","NUCLEOTIDE INTERCONVERSION"
1837,"AP4AH1","AP4AH1","NUCLEOTIDE INTERCONVERSION"
1838,"ATPH1e","ATPH1e","NUCLEOTIDE INTERCONVERSION"
1839,"ATPH2e","ATPH2e","NUCLEOTIDE INTERCONVERSION"
1840,"CYTDK1","CYTDK1","NUCLEOTIDE INTERCONVERSION"
1842,"CYTK1","Cytidylate kinase (CMP)","NUCLEOTIDE INTERCONVERSION"
1843,"CYTK10","CYTK10","NUCLEOTIDE INTERCONVERSION"
1844,"CYTK10n","CYTK10n","NUCLEOTIDE INTERCONVERSION"
1845,"CYTK11","CYTK11","NUCLEOTIDE INTERCONVERSION"
1846,"CYTK11n","CYTK11n","NUCLEOTIDE INTERCONVERSION"
1847,"CYTK12","CYTK12","NUCLEOTIDE INTERCONVERSION"
1848,"CYTK12n","CYTK12n","NUCLEOTIDE INTERCONVERSION"
1849,"CYTK13","CYTK13","NUCLEOTIDE INTERCONVERSION"
1850,"CYTK13n","CYTK13n","NUCLEOTIDE INTERCONVERSION"
1851,"CYTK14","CYTK14","NUCLEOTIDE INTERCONVERSION"
1852,"CYTK14n","CYTK14n","NUCLEOTIDE INTERCONVERSION"
1853,"CYTK1m","CYTK1m","NUCLEOTIDE INTERCONVERSION"
1854,"CYTK1n","CYTK1n","NUCLEOTIDE INTERCONVERSION"
1855,"CYTK2","Cytidylate kinase (dCMP)","NUCLEOTIDE INTERCONVERSION"
1856,"CYTK2n","CYTK2n","NUCLEOTIDE INTERCONVERSION"
1857,"CYTK3","CYTK3","NUCLEOTIDE INTERCONVERSION"
1858,"CYTK3n","CYTK3n","NUCLEOTIDE INTERCONVERSION"
1859,"CYTK4","CYTK4","NUCLEOTIDE INTERCONVERSION"
1860,"CYTK4n","CYTK4n","NUCLEOTIDE INTERCONVERSION"
1861,"CYTK2_1","Adenylate kinase","NUCLEOTIDE INTERCONVERSION"
1862,"CYTK5n","CYTK5n","NUCLEOTIDE INTERCONVERSION"
1863,"CPK1","Adenylate kinase","NUCLEOTIDE INTERCONVERSION"
1864,"CYTK6n","CYTK6n","NUCLEOTIDE INTERCONVERSION"
1865,"CYTK7","CYTK7","NUCLEOTIDE INTERCONVERSION"
1866,"CYTK7n","CYTK7n","NUCLEOTIDE INTERCONVERSION"
1867,"CYTK8","CYTK8","NUCLEOTIDE INTERCONVERSION"
1868,"CYTK8n","CYTK8n","NUCLEOTIDE INTERCONVERSION"
1869,"CYTK9","CYTK9","NUCLEOTIDE INTERCONVERSION"
1870,"CYTK9n","CYTK9n","NUCLEOTIDE INTERCONVERSION"
1871,"DADA","Deoxyadenosine deaminase","NUCLEOTIDE INTERCONVERSION"
1872,"DADNK","DADNK","NUCLEOTIDE INTERCONVERSION"
1873,"DADNKn","Deoxyadenosine kinase, nuclear","NUCLEOTIDE INTERCONVERSION"
1874,"DURIK1","Deoxyuridine kinase (ATP:Deoxyuridine)","NUCLEOTIDE INTERCONVERSION"
1875,"DURIPP","Deoxyuridine phosphorylase","NUCLEOTIDE INTERCONVERSION"
1876,"GMPS2","GMP synthase","NUCLEOTIDE INTERCONVERSION"
1877,"GUACYC","Guanylate cyclase","NUCLEOTIDE INTERCONVERSION"
1878,"NDP10ex","NDP10ex","NUCLEOTIDE INTERCONVERSION"
1879,"NDP3ex","NDP3ex","NUCLEOTIDE INTERCONVERSION"
1880,"NDP7ex","NDP7ex","NUCLEOTIDE INTERCONVERSION"
1881,"NDP8","NDP8","NUCLEOTIDE INTERCONVERSION"
1882,"NDP8ex","NDP8ex","NUCLEOTIDE INTERCONVERSION"
1883,"NDPK1","Nucleoside-diphosphate kinase (ATP:GDP)","NUCLEOTIDE INTERCONVERSION"
1884,"NDPK10","Nucleoside-diphosphate kinase (ATP dIDP)","NUCLEOTIDE INTERCONVERSION"
1885,"NDPK2","Nucleoside-diphosphate kinase (ATP:UDP)","NUCLEOTIDE INTERCONVERSION"
1886,"NDPK3","Nucleoside-diphosphate kinase (ATP:CDP)","NUCLEOTIDE INTERCONVERSION"
1887,"NDPK4","Nucleoside-diphosphate kinase (ATP:dTDP)","NUCLEOTIDE INTERCONVERSION"
1888,"NDPK5","Nucleoside-diphosphate kinase (ATP:dGDP)","NUCLEOTIDE INTERCONVERSION"
1889,"NDPK6","Nucleoside-diphosphate kinase (ATP:dUDP)","NUCLEOTIDE INTERCONVERSION"
1890,"NDPK7","Nucleoside-diphosphate kinase (ATP:dCDP)","NUCLEOTIDE INTERCONVERSION"
1891,"NDPK8","Nucleoside-diphosphate kinase (ATP:dADP)","NUCLEOTIDE INTERCONVERSION"
1892,"NDPK9","Nucleoside diphosphate kinase  ATPIDP","NUCLEOTIDE INTERCONVERSION"
1893,"NTD12","5'-nucleotidase (dIMP)","NUCLEOTIDE INTERCONVERSION"
1894,"NTD2e","NTD2e","NUCLEOTIDE INTERCONVERSION"
1895,"NTD2m","NTD2m","NUCLEOTIDE INTERCONVERSION"
1896,"NTD4e","NTD4e","NUCLEOTIDE INTERCONVERSION"
1897,"NTD6","5'-nucleotidase (dAMP)","NUCLEOTIDE INTERCONVERSION"
1898,"NTD7","5'-nucleotidase (AMP)","NUCLEOTIDE INTERCONVERSION"
1899,"NTD7e","NTD7e","NUCLEOTIDE INTERCONVERSION"
1900,"NTD8","5'-nucleotidase (dGMP)","NUCLEOTIDE INTERCONVERSION"
1901,"NTD9","5'-nucleotidase (GMP)","NUCLEOTIDE INTERCONVERSION"
1902,"NTD9e","NTD9e","NUCLEOTIDE INTERCONVERSION"
1903,"NTP3e","NTP3e","NUCLEOTIDE INTERCONVERSION"
1904,"NTPP10","Nucleoside triphosphate pyrophosphorylase (ditp)","NUCLEOTIDE INTERCONVERSION"
1905,"NTPP11","Nucleoside triphosphate pyrophosphorylase (xtp)","NUCLEOTIDE INTERCONVERSION"
